putnam_card_id,catalog_set,card_name,printed_number,product_id,product_name,status,promo_code,score
pkm-swsh-black-star-promos-swsh001-307-3427e49df3,SWSH Black Star Promos,Grookey,SWSH001/307,200300,Grookey - SWSH001,LINKED,swsh1,1.00
pkm-swsh-black-star-promos-swsh002-307-813fcac39d,SWSH Black Star Promos,Scorbunny,SWSH002/307,200301,Scorbunny - SWSH002,LINKED,swsh2,1.00
pkm-swsh-black-star-promos-swsh003-307-169ed20311,SWSH Black Star Promos,Sobble,SWSH003/307,200302,Sobble - SWSH003,LINKED,swsh3,1.00
pkm-swsh-black-star-promos-swsh004-307-db92bc625f,SWSH Black Star Promos,Meowth V,SWSH004/307,205465,Meowth V - SWSH004,LINKED,swsh4,1.00
pkm-swsh-black-star-promos-swsh005-307-7ff8bc479f,SWSH Black Star Promos,Meowth VMAX,SWSH005/307,205466,Meowth VMAX - SWSH005,LINKED,swsh5,1.00
pkm-swsh-black-star-promos-swsh006-307-da58fbe6c3,SWSH Black Star Promos,Rillaboom,SWSH006/307,208261,Rillaboom - SWSH006 (Prerelease),SKIP_NAME_MISMATCH,swsh6,0.50
pkm-swsh-black-star-promos-swsh006-307-da58fbe6c3,SWSH Black Star Promos,Rillaboom,SWSH006/307,208260,Rillaboom - SWSH006 (Prerelease) [Staff],SKIP_NAME_MISMATCH,swsh6,0.50
pkm-swsh-black-star-promos-swsh007-307-020c95d270,SWSH Black Star Promos,Frosmoth,SWSH007/307,208262,Frosmoth - SWSH007 (Prerelease),SKIP_NAME_MISMATCH,swsh7,0.50
pkm-swsh-black-star-promos-swsh007-307-020c95d270,SWSH Black Star Promos,Frosmoth,SWSH007/307,208263,Frosmoth - SWSH007 (Prerelease) [Staff],SKIP_NAME_MISMATCH,swsh7,0.50
pkm-swsh-black-star-promos-swsh008-307-09631d3068,SWSH Black Star Promos,Galarian Perrserker,SWSH008/307,208265,Galarian Perrserker - SWSH008 (Prerelease),SKIP_NAME_MISMATCH,swsh8,0.67
pkm-swsh-black-star-promos-swsh008-307-09631d3068,SWSH Black Star Promos,Galarian Perrserker,SWSH008/307,208264,Galarian Perrserker - SWSH008 (Prerelease) [Staff],SKIP_NAME_MISMATCH,swsh8,0.67
pkm-swsh-black-star-promos-swsh009-307-d283536c87,SWSH Black Star Promos,Cinccino,SWSH009/307,208266,Cinccino - SWSH009 (Prerelease),SKIP_NAME_MISMATCH,swsh9,0.50
pkm-swsh-black-star-promos-swsh009-307-d283536c87,SWSH Black Star Promos,Cinccino,SWSH009/307,208267,Cinccino - SWSH009 (Prerelease) [Staff],SKIP_NAME_MISMATCH,swsh9,0.50
pkm-swsh-black-star-promos-swsh010-307-d0b6198f9d,SWSH Black Star Promos,Gossifleur,SWSH010/307,206429,Gossifleur - SWSH010,LINKED,swsh10,1.00
pkm-swsh-black-star-promos-swsh011-307-f9d7d5bf50,SWSH Black Star Promos,Wooloo,SWSH011/307,206427,Wooloo - SWSH011,LINKED,swsh11,1.00
pkm-swsh-black-star-promos-swsh012-307-32644c2cb0,SWSH Black Star Promos,Morpeko,SWSH012/307,206428,Morpeko - SWSH012,LINKED,swsh12,1.00
pkm-swsh-black-star-promos-swsh013-307-2acdb14502,SWSH Black Star Promos,Galarian Ponyta,SWSH013/307,206430,Galarian Ponyta - SWSH013,LINKED,swsh13,1.00
pkm-swsh-black-star-promos-swsh014-307-e2d97db323,SWSH Black Star Promos,Rillaboom V,SWSH014/307,206421,Rillaboom V - SWSH014,LINKED,swsh14,1.00
pkm-swsh-black-star-promos-swsh015-307-cff1d99ff8,SWSH Black Star Promos,Cinderace V,SWSH015/307,206419,Cinderace V - SWSH015,LINKED,swsh15,1.00
pkm-swsh-black-star-promos-swsh016-307-7cdc444aec,SWSH Black Star Promos,Inteleon V,SWSH016/307,206418,Inteleon V - SWSH016,LINKED,swsh16,1.00
pkm-swsh-black-star-promos-swsh017-307-717f0cde46,SWSH Black Star Promos,Toxtricity V,SWSH017/307,206425,Toxtricity V - SWSH017,LINKED,swsh17,1.00
pkm-swsh-black-star-promos-swsh018-307-99ed30277a,SWSH Black Star Promos,Zacian V,SWSH018/307,214233,Zacian V - SWSH018,LINKED,swsh18,1.00
pkm-swsh-black-star-promos-swsh019-307-a90daf2f9d,SWSH Black Star Promos,Zamazenta V,SWSH019/307,214234,Zamazenta V - SWSH019,LINKED,swsh19,1.00
pkm-swsh-black-star-promos-swsh020-307-f62ddc77d4,SWSH Black Star Promos,Pikachu,SWSH020/307,214241,Pikachu - SWSH020,LINKED,swsh20,1.00
pkm-swsh-black-star-promos-swsh021-307-236bb149b5,SWSH Black Star Promos,Polteageist V,SWSH021/307,214235,Polteageist V - SWSH021,LINKED,swsh21,1.00
pkm-swsh-black-star-promos-swsh022-307-0b62c8f680,SWSH Black Star Promos,Flapple,SWSH022/307,213096,Flapple - SWSH022 (Prerelease),SKIP_NAME_MISMATCH,swsh22,0.50
pkm-swsh-black-star-promos-swsh022-307-0b62c8f680,SWSH Black Star Promos,Flapple,SWSH022/307,213097,Flapple - SWSH022 (Prerelease) [Staff],SKIP_NAME_MISMATCH,swsh22,0.50
pkm-swsh-black-star-promos-swsh023-307-fd5a535841,SWSH Black Star Promos,Luxray,SWSH023/307,213144,Luxray - SWSH023 (Prerelease),SKIP_NAME_MISMATCH,swsh23,0.50
pkm-swsh-black-star-promos-swsh023-307-fd5a535841,SWSH Black Star Promos,Luxray,SWSH023/307,213145,Luxray - SWSH023 (Prerelease) [Staff],SKIP_NAME_MISMATCH,swsh23,0.50
pkm-swsh-black-star-promos-swsh024-307-9d276e92d4,SWSH Black Star Promos,Coalossal,SWSH024/307,213196,Coalossal - SWSH024 (Prerelease),SKIP_NAME_MISMATCH,swsh24,0.50
pkm-swsh-black-star-promos-swsh024-307-9d276e92d4,SWSH Black Star Promos,Coalossal,SWSH024/307,213197,Coalossal - SWSH024 (Prerelease) [Staff],SKIP_NAME_MISMATCH,swsh24,0.50
pkm-swsh-black-star-promos-swsh025-307-eaf96e6c15,SWSH Black Star Promos,Garbodor,SWSH025/307,213211,Garbodor - SWSH025 (Prerelease),SKIP_NAME_MISMATCH,swsh25,0.50
pkm-swsh-black-star-promos-swsh025-307-eaf96e6c15,SWSH Black Star Promos,Garbodor,SWSH025/307,213212,Garbodor - SWSH025 (Prerelease) [Staff],SKIP_NAME_MISMATCH,swsh25,0.50
pkm-swsh-black-star-promos-swsh026-307-e1f95e00ff,SWSH Black Star Promos,Mantine,SWSH026/307,,,NO_CANDIDATE,swsh26,
pkm-swsh-black-star-promos-swsh027-307-299e0077f0,SWSH Black Star Promos,Noctowl,SWSH027/307,214238,Noctowl - SWSH027,LINKED,swsh27,1.00
pkm-swsh-black-star-promos-swsh028-307-b1c61312b9,SWSH Black Star Promos,Duraludon,SWSH028/307,214239,Duraludon - SWSH028,LINKED,swsh28,1.00
pkm-swsh-black-star-promos-swsh029-307-26cb3068b7,SWSH Black Star Promos,Rayquaza,SWSH029/307,214240,Rayquaza - SWSH029,LINKED,swsh29,1.00
pkm-swsh-black-star-promos-swsh030-307-d7f1cc3833,SWSH Black Star Promos,Copperajah V,SWSH030/307,214228,Copperajah V - SWSH030,LINKED,swsh30,1.00
pkm-swsh-black-star-promos-swsh031-307-54d40ce1df,SWSH Black Star Promos,Morpeko,SWSH031/307,210579,Morpeko - SWSH031,LINKED,swsh31,1.00
pkm-swsh-black-star-promos-swsh032-307-d0698a0a37,SWSH Black Star Promos,Snorlax,SWSH032/307,210578,Snorlax - SWSH032,LINKED,swsh32,1.00
pkm-swsh-black-star-promos-swsh033-307-45fe28c866,SWSH Black Star Promos,Zacian,SWSH033/307,220313,Zacian - SWSH033,LINKED,swsh33,1.00
pkm-swsh-black-star-promos-swsh034-307-eb98f1029a,SWSH Black Star Promos,Zamazenta,SWSH034/307,220314,Zamazenta - SWSH034,LINKED,swsh34,1.00
pkm-swsh-black-star-promos-swsh035-307-f92dc19f07,SWSH Black Star Promos,Decidueye,SWSH035/307,218579,Decidueye - SWSH035 (Prerelease),SKIP_NAME_MISMATCH,swsh35,0.50
pkm-swsh-black-star-promos-swsh035-307-f92dc19f07,SWSH Black Star Promos,Decidueye,SWSH035/307,218578,Decidueye - SWSH035 (Prerelease) [Staff],SKIP_NAME_MISMATCH,swsh35,0.50
pkm-swsh-black-star-promos-swsh036-307-651205b30f,SWSH Black Star Promos,Arctozolt,SWSH036/307,218580,Arctozolt - SWSH036 (Prerelease),SKIP_NAME_MISMATCH,swsh36,0.50
pkm-swsh-black-star-promos-swsh036-307-651205b30f,SWSH Black Star Promos,Arctozolt,SWSH036/307,218581,Arctozolt - SWSH036 (Prerelease) [Staff],SKIP_NAME_MISMATCH,swsh36,0.50
pkm-swsh-black-star-promos-swsh037-307-ac3d206154,SWSH Black Star Promos,Hydreigon,SWSH037/307,218583,Hydreigon - SWSH037 (Prerelease),SKIP_NAME_MISMATCH,swsh37,0.50
pkm-swsh-black-star-promos-swsh037-307-ac3d206154,SWSH Black Star Promos,Hydreigon,SWSH037/307,218582,Hydreigon - SWSH037 (Prerelease) [Staff],SKIP_NAME_MISMATCH,swsh37,0.50
pkm-swsh-black-star-promos-swsh038-307-87aa596689,SWSH Black Star Promos,Kangaskhan,SWSH038/307,218574,Kangaskhan - SWSH038 (Prerelease),SKIP_NAME_MISMATCH,swsh38,0.50
pkm-swsh-black-star-promos-swsh038-307-87aa596689,SWSH Black Star Promos,Kangaskhan,SWSH038/307,218576,Kangaskhan - SWSH038 (Prerelease) [Staff],SKIP_NAME_MISMATCH,swsh38,0.50
pkm-swsh-black-star-promos-swsh039-307-542ff75edb,SWSH Black Star Promos,Pikachu,SWSH039/307,220268,Pikachu - SWSH039,LINKED,swsh39,1.00
pkm-swsh-black-star-promos-swsh040-307-f8d44c377e,SWSH Black Star Promos,Hatenna,SWSH040/307,220269,Hatenna - SWSH040,LINKED,swsh40,1.00
pkm-swsh-black-star-promos-swsh041-307-e6be820d4a,SWSH Black Star Promos,Flareon,SWSH041/307,220270,Flareon - SWSH041,LINKED,swsh41,1.00
pkm-swsh-black-star-promos-swsh042-307-8fac8e15cb,SWSH Black Star Promos,Eevee,SWSH042/307,220271,Eevee - SWSH042,LINKED,swsh42,1.00
pkm-swsh-black-star-promos-swsh044-307-79057dec76,SWSH Black Star Promos,Eternatus V,SWSH044/307,220279,Eternatus V - SWSH044,LINKED,swsh44,1.00
pkm-swsh-black-star-promos-swsh045-307-b8a319507a,SWSH Black Star Promos,Eternatus VMAX,SWSH045/307,220281,Eternatus VMAX - SWSH045,LINKED,swsh45,1.00
pkm-swsh-black-star-promos-swsh046-307-86b30af025,SWSH Black Star Promos,Eldegoss,SWSH046/307,223751,Eldegoss - SWSH046,LINKED,swsh46,1.00
pkm-swsh-black-star-promos-swsh047-307-386b2efc8e,SWSH Black Star Promos,Drednaw,SWSH047/307,223750,Drednaw - SWSH047,LINKED,swsh47,1.00
pkm-swsh-black-star-promos-swsh048-307-6d42d89a50,SWSH Black Star Promos,Centiskorch,SWSH048/307,223749,Centiskorch - SWSH048,LINKED,swsh48,1.00
pkm-swsh-black-star-promos-swsh049-307-fc9c852a22,SWSH Black Star Promos,Dubwool V,SWSH049/307,223752,Dubwool V - SWSH049,LINKED,swsh49,1.00
pkm-swsh-black-star-promos-swsh050-307-13e0bd909c,SWSH Black Star Promos,Charizard V,SWSH050/307,223754,Charizard V - SWSH050,LINKED,swsh50,1.00
pkm-swsh-black-star-promos-swsh051-307-c3d4efb63c,SWSH Black Star Promos,Lapras,SWSH051/307,222071,Lapras - SWSH051,LINKED,swsh51,1.00
pkm-swsh-black-star-promos-swsh052-307-465b3afbd1,SWSH Black Star Promos,Gengar,SWSH052/307,222072,Gengar - SWSH052,LINKED,swsh52,1.00
pkm-swsh-black-star-promos-swsh053-307-8f79665088,SWSH Black Star Promos,Machamp,SWSH053/307,222073,Machamp - SWSH053,LINKED,swsh53,1.00
pkm-swsh-black-star-promos-swsh054-307-1fdf5d381d,SWSH Black Star Promos,Coalossal,SWSH054/307,222074,Coalossal - SWSH054,LINKED,swsh54,1.00
pkm-swsh-black-star-promos-swsh055-307-ad11476c92,SWSH Black Star Promos,Hatterene V,SWSH055/307,223755,Hatterene V - SWSH055,LINKED,swsh55,1.00
pkm-swsh-black-star-promos-swsh056-307-0d6105c223,SWSH Black Star Promos,Morpeko V,SWSH056/307,223757,Morpeko V - SWSH056,LINKED,swsh56,1.00
pkm-swsh-black-star-promos-swsh057-307-1790804501,SWSH Black Star Promos,Grimmsnarl V,SWSH057/307,223758,Grimmsnarl V - SWSH057,LINKED,swsh57,1.00
pkm-swsh-black-star-promos-swsh058-307-08d6e2cf60,SWSH Black Star Promos,Alcremie,SWSH058/307,227029,Alcremie - SWSH058,LINKED,swsh58,1.00
pkm-swsh-black-star-promos-swsh059-307-319d03e624,SWSH Black Star Promos,Galarian Obstagoon,SWSH059/307,227030,Galarian Obstagoon - SWSH059,LINKED,swsh59,1.00
pkm-swsh-black-star-promos-swsh060-307-25c58eec48,SWSH Black Star Promos,Duraludon,SWSH060/307,227031,Duraludon - SWSH060,LINKED,swsh60,1.00
pkm-swsh-black-star-promos-swsh061-307-aceec5b31d,SWSH Black Star Promos,Pikachu V,SWSH061/307,232434,Pikachu V - SWSH061,LINKED,swsh61,1.00
pkm-swsh-black-star-promos-swsh062-307-aafd68eec2,SWSH Black Star Promos,Pikachu VMAX,SWSH062/307,251086,Pikachu VMAX - SWSH062,LINKED,swsh62,1.00
pkm-swsh-black-star-promos-swsh063-307-a116838666,SWSH Black Star Promos,Pikachu V,SWSH063/307,220315,Pikachu V - SWSH063,LINKED,swsh63,1.00
pkm-swsh-black-star-promos-swsh064-307-320b5ee4d0,SWSH Black Star Promos,Eternatus V,SWSH064/307,220316,Eternatus V - SWSH064,LINKED,swsh64,1.00
pkm-swsh-black-star-promos-swsh065-307-1d2a0fae32,SWSH Black Star Promos,Eevee V,SWSH065/307,220317,Eevee V - SWSH065,LINKED,swsh65,1.00
pkm-swsh-black-star-promos-swsh066-307-7276bf182c,SWSH Black Star Promos,Charizard,SWSH066/307,224365,Charizard - SWSH066 (Prerelease),SKIP_NAME_MISMATCH,swsh66,0.50
pkm-swsh-black-star-promos-swsh066-307-7276bf182c,SWSH Black Star Promos,Charizard,SWSH066/307,224366,Charizard - SWSH066 (Prerelease) [Staff],SKIP_NAME_MISMATCH,swsh66,0.50
pkm-swsh-black-star-promos-swsh067-307-704936ae76,SWSH Black Star Promos,Donphan,SWSH067/307,224368,Donphan - SWSH067 (Prerelease),SKIP_NAME_MISMATCH,swsh67,0.50
pkm-swsh-black-star-promos-swsh067-307-704936ae76,SWSH Black Star Promos,Donphan,SWSH067/307,224367,Donphan - SWSH067 (Prerelease) [Staff],SKIP_NAME_MISMATCH,swsh67,0.50
pkm-swsh-black-star-promos-swsh068-307-07f0f48616,SWSH Black Star Promos,Snorlax,SWSH068/307,224361,Snorlax - SWSH068 (Prerelease),SKIP_NAME_MISMATCH,swsh68,0.50
pkm-swsh-black-star-promos-swsh068-307-07f0f48616,SWSH Black Star Promos,Snorlax,SWSH068/307,224362,Snorlax - SWSH068 (Prerelease) [Staff],SKIP_NAME_MISMATCH,swsh68,0.50
pkm-swsh-black-star-promos-swsh069-307-8e55dc8d39,SWSH Black Star Promos,Lugia,SWSH069/307,224364,Lugia - SWSH069 (Prerelease),SKIP_NAME_MISMATCH,swsh69,0.50
pkm-swsh-black-star-promos-swsh069-307-8e55dc8d39,SWSH Black Star Promos,Lugia,SWSH069/307,224363,Lugia - SWSH069 (Prerelease) [Staff],SKIP_NAME_MISMATCH,swsh69,0.50
pkm-swsh-black-star-promos-swsh070-307-779b85947a,SWSH Black Star Promos,Grookey,SWSH070/307,227028,Grookey - SWSH070,LINKED,swsh70,1.00
pkm-swsh-black-star-promos-swsh071-307-62fe50c528,SWSH Black Star Promos,Scorbunny,SWSH071/307,227027,Scorbunny - SWSH071,LINKED,swsh71,1.00
pkm-swsh-black-star-promos-swsh072-307-d1648583c0,SWSH Black Star Promos,Vaporeon,SWSH072/307,221753,Vaporeon - SWSH072,LINKED,swsh72,1.00
pkm-swsh-black-star-promos-swsh073-307-6264d386c4,SWSH Black Star Promos,Sobble,SWSH073/307,221754,Sobble - SWSH073,LINKED,swsh73,1.00
pkm-swsh-black-star-promos-swsh076-307-0060d20372,SWSH Black Star Promos,Zacian V,SWSH076/307,228595,Zacian V - SWSH076,LINKED,swsh76,1.00
pkm-swsh-black-star-promos-swsh077-307-233f8bcb0b,SWSH Black Star Promos,Zamazenta V,SWSH077/307,228596,Zamazenta V - SWSH077,LINKED,swsh77,1.00
pkm-swsh-black-star-promos-swsh078-307-2c20f41987,SWSH Black Star Promos,Orbeetle V,SWSH078/307,227025,Orbeetle V - SWSH078,LINKED,swsh78,1.00
pkm-swsh-black-star-promos-swsh080-307-71d20c4739,SWSH Black Star Promos,Dedenne,SWSH080/307,232453,Dedenne - SWSH080,LINKED,swsh80,1.00
pkm-swsh-black-star-promos-swsh081-307-be1888f08f,SWSH Black Star Promos,Polteageist,SWSH081/307,232458,Polteageist - SWSH081,LINKED,swsh81,1.00
pkm-swsh-black-star-promos-swsh082-307-f96ac7d7da,SWSH Black Star Promos,Bunnelby,SWSH082/307,232461,Bunnelby - SWSH082,LINKED,swsh82,1.00
pkm-swsh-black-star-promos-swsh083-307-6c768081bf,SWSH Black Star Promos,Alakazam V,SWSH083/307,228980,Alakazam V - SWSH083,LINKED,swsh83,1.00
pkm-swsh-black-star-promos-swsh084-307-b920791af4,SWSH Black Star Promos,Eldegoss V,SWSH084/307,232481,Eldegoss V - SWSH084,LINKED,swsh84,1.00
pkm-swsh-black-star-promos-swsh085-307-c055ecdad4,SWSH Black Star Promos,Boltund V,SWSH085/307,232499,Boltund V - SWSH085,LINKED,swsh85,1.00
pkm-swsh-black-star-promos-swsh086-307-71c06d2a7c,SWSH Black Star Promos,Cramorant V,SWSH086/307,232503,Cramorant V - SWSH086,LINKED,swsh86,1.00
pkm-swsh-black-star-promos-swsh087-307-effea080e1,SWSH Black Star Promos,Eevee VMAX,SWSH087/307,232611,Eevee VMAX - SWSH087,LINKED,swsh87,1.00
pkm-swsh-black-star-promos-swsh088-307-bdaf5b7e3c,SWSH Black Star Promos,Cherrim,SWSH088/307,234276,Cherrim - SWSH088 (Prerelease),SKIP_NAME_MISMATCH,swsh88,0.50
pkm-swsh-black-star-promos-swsh089-307-f40fa8397a,SWSH Black Star Promos,Octillery,SWSH089/307,234277,Octillery - SWSH089 (Prerelease),SKIP_NAME_MISMATCH,swsh89,0.50
pkm-swsh-black-star-promos-swsh090-307-e9289e90bb,SWSH Black Star Promos,Houndoom,SWSH090/307,234278,Houndoom - SWSH090 (Prerelease),SKIP_NAME_MISMATCH,swsh90,0.50
pkm-swsh-black-star-promos-swsh091-307-f8e865819f,SWSH Black Star Promos,Bronzong,SWSH091/307,234279,Bronzong - SWSH091 (Prerelease),SKIP_NAME_MISMATCH,swsh91,0.50
pkm-swsh-black-star-promos-swsh092-307-557b8a3e68,SWSH Black Star Promos,Charmander,SWSH092/307,234282,Charmander - SWSH092,LINKED,swsh92,1.00
pkm-swsh-black-star-promos-swsh093-307-80f1414881,SWSH Black Star Promos,Arrokuda,SWSH093/307,234283,Arrokuda - SWSH093,LINKED,swsh93,1.00
pkm-swsh-black-star-promos-swsh094-307-bd7cff437b,SWSH Black Star Promos,Jolteon,SWSH094/307,234284,Jolteon - SWSH094,LINKED,swsh94,1.00
pkm-swsh-black-star-promos-swsh095-307-4a33cefa7b,SWSH Black Star Promos,Eevee,SWSH095/307,234287,Eevee - SWSH095,LINKED,swsh95,1.00
pkm-swsh-black-star-promos-swsh096-307-c64506397e,SWSH Black Star Promos,Dragapult V,SWSH096/307,232610,Dragapult V - SWSH096,LINKED,swsh96,1.00
pkm-swsh-black-star-promos-swsh097-307-bf15cf27d6,SWSH Black Star Promos,Dragapult VMAX,SWSH097/307,232608,Dragapult VMAX - SWSH097,LINKED,swsh97,1.00
pkm-swsh-black-star-promos-swsh098-307-6156a365a7,SWSH Black Star Promos,Crobat V,SWSH098/307,232612,Crobat V - SWSH098,LINKED,swsh98,1.00
pkm-swsh-black-star-promos-swsh099-307-3c49e9ee5a,SWSH Black Star Promos,Crobat VMAX,SWSH099/307,232613,Crobat VMAX - SWSH099,LINKED,swsh99,1.00
pkm-swsh-black-star-promos-swsh100-307-9536a86060,SWSH Black Star Promos,Venusaur V,SWSH100/307,232723,Venusaur V - SWSH100,LINKED,swsh100,1.00
pkm-swsh-black-star-promos-swsh101-307-badb35cb9f,SWSH Black Star Promos,Blastoise V,SWSH101/307,232724,Blastoise V - SWSH101,LINKED,swsh101,1.00
pkm-swsh-black-star-promos-swsh102-307-bbed71cf4d,SWSH Black Star Promos,Venusaur VMAX,SWSH102/307,234298,Venusaur VMAX - SWSH102,LINKED,swsh102,1.00
pkm-swsh-black-star-promos-swsh103-307-fa546b593e,SWSH Black Star Promos,Blastoise VMAX,SWSH103/307,234299,Blastoise VMAX - SWSH103,LINKED,swsh103,1.00
pkm-swsh-black-star-promos-swsh104-307-0082c8ca63,SWSH Black Star Promos,Victini V,SWSH104/307,,,NO_CANDIDATE,swsh104,
pkm-swsh-black-star-promos-swsh105-307-fa7e187a70,SWSH Black Star Promos,Gardevoir V,SWSH105/307,238545,Gardevoir V - SWSH105,LINKED,swsh105,1.00
pkm-swsh-black-star-promos-swsh108-307-a1be88f0fa,SWSH Black Star Promos,Empoleon V,SWSH108/307,238555,Empoleon V - SWSH108,LINKED,swsh108,1.00
pkm-swsh-black-star-promos-swsh109-307-c39fb8ba22,SWSH Black Star Promos,Tyranitar V,SWSH109/307,238553,Tyranitar V - SWSH109,LINKED,swsh109,1.00
pkm-swsh-black-star-promos-swsh110-307-23f641f064,SWSH Black Star Promos,Crobat V,SWSH110/307,245875,Crobat V - SWSH110,LINKED,swsh110,1.00
pkm-swsh-black-star-promos-swsh112-307-d92fc498f3,SWSH Black Star Promos,Cinderace,SWSH112/307,240891,Cinderace - SWSH112 (Prerelease),SKIP_NAME_MISMATCH,swsh112,0.50
pkm-swsh-black-star-promos-swsh113-307-6a032ca026,SWSH Black Star Promos,Inteleon,SWSH113/307,240892,Inteleon - SWSH113 (Prerelease),SKIP_NAME_MISMATCH,swsh113,0.50
pkm-swsh-black-star-promos-swsh114-307-12fe210907,SWSH Black Star Promos,Cresselia,SWSH114/307,240893,Cresselia - SWSH114 (Prerelease),SKIP_NAME_MISMATCH,swsh114,0.50
pkm-swsh-black-star-promos-swsh115-307-0a88996970,SWSH Black Star Promos,Passimian,SWSH115/307,240894,Passimian - SWSH115 (Prerelease),SKIP_NAME_MISMATCH,swsh115,0.50
pkm-swsh-black-star-promos-swsh116-307-31eaba7e7d,SWSH Black Star Promos,Morpeko,SWSH116/307,241881,Morpeko - SWSH116,LINKED,swsh116,1.00
pkm-swsh-black-star-promos-swsh117-307-af584f2da2,SWSH Black Star Promos,Phanpy,SWSH117/307,241882,Phanpy - SWSH117,LINKED,swsh117,1.00
pkm-swsh-black-star-promos-swsh118-307-9f3a94ed11,SWSH Black Star Promos,Eevee,SWSH118/307,241883,Eevee - SWSH118,LINKED,swsh118,1.00
pkm-swsh-black-star-promos-swsh119-307-cc56cdd2e0,SWSH Black Star Promos,Snorlax,SWSH119/307,241884,Snorlax - SWSH119,LINKED,swsh119,1.00
pkm-swsh-black-star-promos-swsh120-307-4c4f912a46,SWSH Black Star Promos,Marnie,SWSH120/307,245871,Marnie - SWSH120,LINKED,swsh120,1.00
pkm-swsh-black-star-promos-swsh121-307-c0a5d91836,SWSH Black Star Promos,Marnie,SWSH121/307,245872,Marnie - SWSH121,LINKED,swsh121,1.00
pkm-swsh-black-star-promos-swsh122-307-941f2b9194,SWSH Black Star Promos,Flaaffy,SWSH122/307,246931,Flaaffy - SWSH122 (Prerelease),SKIP_NAME_MISMATCH,swsh122,0.50
pkm-swsh-black-star-promos-swsh123-307-7f3f27f5ed,SWSH Black Star Promos,Galarian Articuno,SWSH123/307,246927,Galarian Articuno - SWSH123 (Prerelease),SKIP_NAME_MISMATCH,swsh123,0.67
pkm-swsh-black-star-promos-swsh124-307-3976957fcd,SWSH Black Star Promos,Galarian Zapdos,SWSH124/307,246933,Galarian Zapdos - SWSH124 (Prerelease),SKIP_NAME_MISMATCH,swsh124,0.67
pkm-swsh-black-star-promos-swsh125-307-5f10d5692d,SWSH Black Star Promos,Galarian Moltres,SWSH125/307,246929,Galarian Moltres - SWSH125 (Prerelease),SKIP_NAME_MISMATCH,swsh125,0.67
pkm-swsh-black-star-promos-swsh126-307-44496aadd6,SWSH Black Star Promos,Galarian Slowpoke,SWSH126/307,247290,Galarian Slowpoke - SWSH126,LINKED,swsh126,1.00
pkm-swsh-black-star-promos-swsh127-307-fb20d5d91f,SWSH Black Star Promos,Eevee,SWSH127/307,247291,Eevee - SWSH127,LINKED,swsh127,1.00
pkm-swsh-black-star-promos-swsh128-307-54013a8da1,SWSH Black Star Promos,Eiscue,SWSH128/307,247292,Eiscue - SWSH128,LINKED,swsh128,1.00
pkm-swsh-black-star-promos-swsh129-307-26e8947d77,SWSH Black Star Promos,Umbreon,SWSH129/307,247294,Umbreon - SWSH129,LINKED,swsh129,1.00
pkm-swsh-black-star-promos-swsh132-307-5e588c9f31,SWSH Black Star Promos,Dragapult,SWSH132/307,251088,Dragapult (Prime) - SWSH132,SKIP_NAME_MISMATCH,swsh132,0.50
pkm-swsh-black-star-promos-swsh137-307-0f51f57956,SWSH Black Star Promos,Light Toxtricity,SWSH137/307,251093,Light Toxtricity - SWSH137,LINKED,swsh137,1.00
pkm-swsh-black-star-promos-swsh138-307-cd02aec86d,SWSH Black Star Promos,Hydreigon C,SWSH138/307,251094,Hydreigon C lv.61 - SWSH138,SKIP_NAME_MISMATCH,swsh138,0.50
pkm-swsh-black-star-promos-swsh139-307-d9de053675,SWSH Black Star Promos,Pikachu V-UNION,SWSH139/307,251095,Pikachu V-Union - SWSH139,LINKED,swsh139,1.00
pkm-swsh-black-star-promos-swsh140-307-f3d5cb45b0,SWSH Black Star Promos,Pikachu V-UNION,SWSH140/307,251096,Pikachu V-Union - SWSH140,LINKED,swsh140,1.00
pkm-swsh-black-star-promos-swsh141-307-e63f6880a7,SWSH Black Star Promos,Pikachu V-UNION,SWSH141/307,251097,Pikachu V-Union - SWSH141,LINKED,swsh141,1.00
pkm-swsh-black-star-promos-swsh142-307-b76af1187a,SWSH Black Star Promos,Pikachu V-UNION,SWSH142/307,251098,Pikachu V-Union - SWSH142,LINKED,swsh142,1.00
pkm-swsh-black-star-promos-swsh143-307-c7c1f18b15,SWSH Black Star Promos,Pikachu V,SWSH143/307,251101,Pikachu V - SWSH143,LINKED,swsh143,1.00
pkm-swsh-black-star-promos-swsh145-307-ffdb0518f3,SWSH Black Star Promos,Pikachu V,SWSH145/307,251102,Pikachu V - SWSH145,LINKED,swsh145,1.00
pkm-swsh-black-star-promos-swsh146-307-f48c35d4f6,SWSH Black Star Promos,Poké Ball,SWSH146/307,251103,Poke Ball - SWSH146,LINKED,swsh146,1.00
pkm-swsh-black-star-promos-swsh147-307-fdd42e83aa,SWSH Black Star Promos,Rayquaza V,SWSH147/307,250577,Rayquaza V - SWSH147,LINKED,swsh147,1.00
pkm-swsh-black-star-promos-swsh148-307-8e04e0acc2,SWSH Black Star Promos,Noivern V,SWSH148/307,250578,Noivern V - SWSH148,LINKED,swsh148,1.00
pkm-swsh-black-star-promos-swsh149-307-9860723dec,SWSH Black Star Promos,Flareon V,SWSH149/307,247295,Flareon V - SWSH149,LINKED,swsh149,1.00
