putnam_card_id,set_name,card_name,printed_number,product_id,product_name,status
pkm-dragon-vault-4-20-6b5e84f8c1,Dragon Vault,Dragonair,4/20,84903,Dragonair (4),LINKED
pkm-dragon-vault-5-20-ba4ebeb3c1,Dragon Vault,Dragonite,5/20,84915,Dragonite,LINKED
pkm-dragon-vault-6-20-ee1207fb90,Dragon Vault,Bagon,6/20,83701,Bagon,LINKED
pkm-dragon-vault-7-20-89f5322d2b,Dragon Vault,Shelgon,7/20,89130,Shelgon,LINKED
pkm-dragon-vault-8-20-d305f21433,Dragon Vault,Salamence,8/20,88900,Salamence,LINKED
pkm-dragon-vault-9-20-87f5777c29,Dragon Vault,Latias,9/20,86654,Latias,LINKED
pkm-dragon-vault-10-20-a359794659,Dragon Vault,Latios,10/20,86668,Latios,LINKED
pkm-dragon-vault-11-20-e04338463e,Dragon Vault,Rayquaza,11/20,88631,Rayquaza,LINKED
pkm-dragon-vault-12-20-2ee308d157,Dragon Vault,Axew,12/20,83670,Axew (12),LINKED
pkm-dragon-vault-13-20-b3c35cab9a,Dragon Vault,Axew,13/20,83671,Axew (13),LINKED
pkm-dragon-vault-14-20-ddccd9d929,Dragon Vault,Fraxure,14/20,85559,Fraxure (14),LINKED
pkm-dragon-vault-15-20-4d2a79c7c4,Dragon Vault,Fraxure,15/20,85560,Fraxure (15),LINKED
pkm-dragon-vault-16-20-cfbbdf33c1,Dragon Vault,Haxorus,16/20,86034,Haxorus,LINKED
pkm-dragon-vault-17-20-574c829c6f,Dragon Vault,Druddigon,17/20,84979,Druddigon,LINKED
pkm-dragon-vault-18-20-0b98e16b02,Dragon Vault,Exp. Share,18/20,85366,Exp. Share,LINKED
pkm-dragon-vault-19-20-48df4885ea,Dragon Vault,First Ticket,19/20,85470,First Ticket,LINKED
pkm-dragon-vault-20-20-72b2f013bd,Dragon Vault,Super Rod,20/20,89632,Super Rod,LINKED
pkm-dragon-vault-21-20-b1512a3d1d,Dragon Vault,Kyurem,21/20,86563,Kyurem,LINKED
pkm-dragons-exalted-1-124-3de8307282,Dragons Exalted,Hoppip,1/124,86183,Hoppip,LINKED
pkm-dragons-exalted-2-124-3095f62746,Dragons Exalted,Skiploom,2/124,89258,Skiploom,LINKED
pkm-dragons-exalted-3-124-b7248da5f2,Dragons Exalted,Jumpluff,3/124,86368,Jumpluff,LINKED
pkm-dragons-exalted-4-124-92b859ffb3,Dragons Exalted,Yanma,4/124,90689,Yanma,LINKED
pkm-dragons-exalted-5-124-468741e5b2,Dragons Exalted,Yanmega,5/124,90695,Yanmega,LINKED
pkm-dragons-exalted-6-124-0404831bd0,Dragons Exalted,Wurmple,6/124,90653,Wurmple,LINKED
pkm-dragons-exalted-7-124-3df39a6dab,Dragons Exalted,Silcoon,7/124,89214,Silcoon,LINKED
pkm-dragons-exalted-8-124-f03100dd88,Dragons Exalted,Beautifly,8/124,83760,Beautifly,LINKED
pkm-dragons-exalted-9-124-26890a4bda,Dragons Exalted,Cascoon,9/124,84123,Cascoon,LINKED
pkm-dragons-exalted-10-124-d7c0f09354,Dragons Exalted,Nincada,10/124,87762,Nincada,LINKED
pkm-dragons-exalted-11-124-9c5722a30d,Dragons Exalted,Ninjask,11/124,87788,Ninjask,LINKED
pkm-dragons-exalted-12-124-b87926acf6,Dragons Exalted,Roselia,12/124,88824,Roselia (12),LINKED
pkm-dragons-exalted-13-124-601ff10f5d,Dragons Exalted,Roselia,13/124,88825,Roselia (13),LINKED
pkm-dragons-exalted-14-124-caaf744269,Dragons Exalted,Roserade,14/124,88831,Roserade (14),LINKED
pkm-dragons-exalted-15-124-f5b56cb0fb,Dragons Exalted,Roserade,15/124,88832,Roserade (15),LINKED
pkm-dragons-exalted-16-124-b7d4ac443c,Dragons Exalted,Maractus,16/124,87190,Maractus,LINKED
pkm-dragons-exalted-17-124-2c94956fb6,Dragons Exalted,Foongus,17/124,85539,Foongus,LINKED
pkm-dragons-exalted-18-124-74a668e93a,Dragons Exalted,Vulpix,18/124,90447,Vulpix,LINKED
pkm-dragons-exalted-19-124-87254de61c,Dragons Exalted,Ninetales,19/124,87778,Ninetales,LINKED
pkm-dragons-exalted-20-124-cc71d5c104,Dragons Exalted,Magmar,20/124,87053,Magmar,LINKED
pkm-dragons-exalted-21-124-0e2811a2ab,Dragons Exalted,Magmortar,21/124,87062,Magmortar,LINKED
pkm-dragons-exalted-22-124-f42f56833d,Dragons Exalted,Ho-Oh-EX,22/124,86130,Ho-Oh EX,LINKED
pkm-dragons-exalted-23-124-f6f0caca95,Dragons Exalted,Magikarp,23/124,87036,Magikarp,LINKED
pkm-dragons-exalted-24-124-c5a8b63222,Dragons Exalted,Gyarados,24/124,86000,Gyarados,LINKED
pkm-dragons-exalted-25-124-2ff834a1d3,Dragons Exalted,Wailmer,25/124,90456,Wailmer,LINKED
pkm-dragons-exalted-26-124-d9f7059271,Dragons Exalted,Wailord,26/124,90462,Wailord,LINKED
pkm-dragons-exalted-27-124-d47a75f50a,Dragons Exalted,Feebas,27/124,85406,Feebas,LINKED
pkm-dragons-exalted-28-124-31251f25d7,Dragons Exalted,Milotic,28/124,87457,Milotic,LINKED
pkm-dragons-exalted-29-124-6503109aba,Dragons Exalted,Spheal,29/124,89450,Spheal,LINKED
pkm-dragons-exalted-30-124-4611649ffd,Dragons Exalted,Sealeo,30/124,89034,Sealeo,LINKED
pkm-dragons-exalted-31-124-6059dafed9,Dragons Exalted,Walrein,31/124,90469,Walrein,LINKED
pkm-dragons-exalted-32-124-bd9d7a0fb0,Dragons Exalted,Buizel,32/124,84023,Buizel,LINKED
pkm-dragons-exalted-33-124-29f487d566,Dragons Exalted,Floatzel,33/124,85516,Floatzel,LINKED
pkm-dragons-exalted-34-124-e9af811bb2,Dragons Exalted,Tympole,34/124,90090,Tympole,LINKED
pkm-dragons-exalted-35-124-ae7a03b61a,Dragons Exalted,Palpitoad,35/124,87924,Palpitoad,LINKED
pkm-dragons-exalted-36-124-455627a742,Dragons Exalted,Seismitoad,36/124,89058,Seismitoad,LINKED
pkm-dragons-exalted-37-124-ae541d9884,Dragons Exalted,Alomomola,37/124,83508,Alomomola,LINKED
pkm-dragons-exalted-38-124-9789d53d26,Dragons Exalted,Mareep,38/124,87208,Mareep,LINKED
pkm-dragons-exalted-39-124-89c82cb3bf,Dragons Exalted,Flaaffy,39/124,85486,Flaaffy,LINKED
pkm-dragons-exalted-40-124-27c92d1781,Dragons Exalted,Ampharos,40/124,83547,Ampharos,LINKED
pkm-dragons-exalted-41-124-e527c09fda,Dragons Exalted,Electrike,41/124,85144,Electrike (41),LINKED
pkm-dragons-exalted-42-124-d41e4a0b27,Dragons Exalted,Electrike,42/124,85145,Electrike (42),LINKED
pkm-dragons-exalted-43-124-2d8a340d4b,Dragons Exalted,Manectric,43/124,87165,Manectric (43),LINKED
pkm-dragons-exalted-44-124-b8dbdd7590,Dragons Exalted,Manectric,44/124,87166,Manectric (44),LINKED
pkm-dragons-exalted-45-124-8a5de91c81,Dragons Exalted,Emolga,45/124,85191,Emolga,LINKED
pkm-dragons-exalted-46-124-c1b6002969,Dragons Exalted,Mew-EX,46/124,87411,Mew EX,LINKED
pkm-dragons-exalted-47-124-f24245e3fe,Dragons Exalted,Dustox,47/124,85059,Dustox,LINKED
pkm-dragons-exalted-48-124-07c28cfc56,Dragons Exalted,Shedinja,48/124,89121,Shedinja,LINKED
pkm-dragons-exalted-49-124-4955797450,Dragons Exalted,Drifloon,49/124,84961,Drifloon (49),LINKED
pkm-dragons-exalted-50-124-647018d48f,Dragons Exalted,Drifloon,50/124,84962,Drifloon (50),LINKED
pkm-dragons-exalted-51-124-d70e3603c9,Dragons Exalted,Drifblim,51/124,84949,Drifblim,LINKED
pkm-dragons-exalted-52-124-6bb528874c,Dragons Exalted,Sigilyph,52/124,89206,Sigilyph,LINKED
pkm-dragons-exalted-53-124-54f1ddd2bb,Dragons Exalted,Trubbish,53/124,90066,Trubbish,LINKED
pkm-dragons-exalted-54-124-14a049622e,Dragons Exalted,Garbodor,54/124,85616,Garbodor,LINKED
pkm-dragons-exalted-55-124-a4526b919d,Dragons Exalted,Gothita,55/124,85847,Gothita,LINKED
pkm-dragons-exalted-56-124-63760655e2,Dragons Exalted,Gothorita,56/124,85857,Gothorita,LINKED
pkm-dragons-exalted-57-124-08db0ddf4d,Dragons Exalted,Gothitelle,57/124,85853,Gothitelle,LINKED
pkm-dragons-exalted-58-124-8895f710d0,Dragons Exalted,Golett,58/124,85833,Golett,LINKED
pkm-dragons-exalted-59-124-653b25697a,Dragons Exalted,Golurk,59/124,85836,Golurk,LINKED
pkm-dragons-exalted-60-124-cc809aadf6,Dragons Exalted,Cubone,60/124,84536,Cubone,LINKED
pkm-dragons-exalted-61-124-8b142bd021,Dragons Exalted,Marowak,61/124,87229,Marowak,LINKED
pkm-dragons-exalted-62-124-0daedc6dcc,Dragons Exalted,Nosepass,62/124,87804,Nosepass,LINKED
pkm-dragons-exalted-63-124-2fd2207510,Dragons Exalted,Baltoy,63/124,83718,Baltoy,LINKED
pkm-dragons-exalted-64-124-b47d5c4a91,Dragons Exalted,Claydol,64/124,84339,Claydol,LINKED
pkm-dragons-exalted-65-124-c88f72e320,Dragons Exalted,Roggenrola,65/124,88807,Roggenrola,LINKED
pkm-dragons-exalted-66-124-b25e4143cf,Dragons Exalted,Boldore,66/124,83935,Boldore,LINKED
pkm-dragons-exalted-67-124-f56b5833f4,Dragons Exalted,Gigalith,67/124,85707,Gigalith,LINKED
pkm-dragons-exalted-68-124-ec88996e73,Dragons Exalted,Throh,68/124,89901,Throh,LINKED
pkm-dragons-exalted-69-124-e1e54651a7,Dragons Exalted,Sawk,69/124,88939,Sawk,LINKED
pkm-dragons-exalted-70-124-c80d3d7ede,Dragons Exalted,Stunfisk,70/124,89581,Stunfisk,LINKED
pkm-dragons-exalted-71-124-8b54481f0a,Dragons Exalted,Terrakion-EX,71/124,89892,Terrakion EX,LINKED
pkm-dragons-exalted-72-124-e06c7658df,Dragons Exalted,Murkrow,72/124,87657,Murkrow,LINKED
pkm-dragons-exalted-73-124-58105288b1,Dragons Exalted,Honchkrow,73/124,86163,Honchkrow,LINKED
pkm-dragons-exalted-74-124-2451faee7f,Dragons Exalted,Houndour,74/124,86233,Houndour,LINKED
pkm-dragons-exalted-75-124-2657924dd0,Dragons Exalted,Houndoom,75/124,86212,Houndoom,LINKED
pkm-dragons-exalted-76-124-0495ed44da,Dragons Exalted,Stunky,76/124,89588,Stunky,LINKED
pkm-dragons-exalted-77-124-73b297defa,Dragons Exalted,Skuntank,77/124,89283,Skuntank,LINKED
pkm-dragons-exalted-78-124-c7661f7e79,Dragons Exalted,Aron,78/124,83640,Aron,LINKED
pkm-dragons-exalted-79-124-8572eded66,Dragons Exalted,Lairon,79/124,86584,Lairon,LINKED
pkm-dragons-exalted-80-124-014aaed96c,Dragons Exalted,Aggron,80/124,83481,Aggron,LINKED
pkm-dragons-exalted-81-124-1a231b87c8,Dragons Exalted,Registeel-EX,81/124,88681,Registeel EX,LINKED
pkm-dragons-exalted-82-124-700834c41b,Dragons Exalted,Probopass,82/124,88379,Probopass,LINKED
pkm-dragons-exalted-83-124-bfae8f0b81,Dragons Exalted,Durant,83/124,85021,Durant,LINKED
pkm-dragons-exalted-84-124-75a0395448,Dragons Exalted,Altaria,84/124,83519,Altaria,LINKED
pkm-dragons-exalted-85-124-40795e854a,Dragons Exalted,Rayquaza-EX,85/124,88645,Rayquaza EX,LINKED
pkm-dragons-exalted-86-124-cc6a8de72d,Dragons Exalted,Gible,86/124,85702,Gible (86),LINKED
pkm-dragons-exalted-87-124-5abb2418e4,Dragons Exalted,Gible,87/124,85703,Gible (87),LINKED
pkm-dragons-exalted-88-124-b96774a2cf,Dragons Exalted,Gabite,88/124,85600,Gabite (88),LINKED
pkm-dragons-exalted-89-124-5f5834e0b2,Dragons Exalted,Gabite,89/124,85601,Gabite (89),LINKED
pkm-dragons-exalted-90-124-a27563433b,Dragons Exalted,Garchomp,90/124,85624,Garchomp (90),LINKED
pkm-dragons-exalted-91-124-1d86127187,Dragons Exalted,Garchomp,91/124,85625,Garchomp (91),LINKED
pkm-dragons-exalted-93-124-aec4932820,Dragons Exalted,Deino,93/124,84729,Deino (93),LINKED
pkm-dragons-exalted-94-124-cecda2df17,Dragons Exalted,Deino,94/124,84730,Deino (94),LINKED
pkm-dragons-exalted-95-124-409fea5b5e,Dragons Exalted,Zweilous,95/124,90780,Zweilous (95),LINKED
pkm-dragons-exalted-96-124-473ee12a24,Dragons Exalted,Zweilous,96/124,90781,Zweilous (96),LINKED
pkm-dragons-exalted-97-124-7a84ed16f4,Dragons Exalted,Hydreigon,97/124,86241,Hydreigon (97),LINKED
pkm-dragons-exalted-98-124-9f5daf86d7,Dragons Exalted,Hydreigon,98/124,86242,Hydreigon (98),LINKED
pkm-dragons-exalted-99-124-a2dab1b284,Dragons Exalted,Aipom,99/124,83494,Aipom,LINKED
pkm-dragons-exalted-100-124-f9edd89346,Dragons Exalted,Ambipom,100/124,83529,Ambipom,LINKED
pkm-dragons-exalted-101-124-0645ec6d9e,Dragons Exalted,Slakoth,101/124,89300,Slakoth,LINKED
pkm-dragons-exalted-102-124-2d7458c4c6,Dragons Exalted,Vigoroth,102/124,90372,Vigoroth,LINKED
pkm-dragons-exalted-103-124-0520e20bfa,Dragons Exalted,Slaking,103/124,89293,Slaking,LINKED
pkm-dragons-exalted-104-124-c1c70acd03,Dragons Exalted,Swablu,104/124,89661,Swablu (104),LINKED
pkm-dragons-exalted-105-124-297252158a,Dragons Exalted,Swablu,105/124,89662,Swablu (105),LINKED
pkm-dragons-exalted-106-124-2495688a6a,Dragons Exalted,Bidoof,106/124,83829,Bidoof,LINKED
pkm-dragons-exalted-107-124-4af8555972,Dragons Exalted,Bibarel,107/124,83821,Bibarel,LINKED
pkm-dragons-exalted-108-124-d7fb2a6fb3,Dragons Exalted,Audino,108/124,83663,Audino,LINKED
pkm-dragons-exalted-109-124-4633173779,Dragons Exalted,Minccino,109/124,87477,Minccino,LINKED
pkm-dragons-exalted-110-124-278231f006,Dragons Exalted,Bouffalant,110/124,83944,Bouffalant,LINKED
pkm-dragons-exalted-111-124-c27259f988,Dragons Exalted,Rufflet,111/124,88843,Rufflet,LINKED
pkm-dragons-exalted-112-124-672c238320,Dragons Exalted,Braviary,112/124,83951,Braviary,LINKED
pkm-dragons-exalted-113-124-061b8bcf78,Dragons Exalted,Devolution Spray,113/124,84783,Devolution Spray,LINKED
pkm-dragons-exalted-114-124-2c8a14e220,Dragons Exalted,Giant Cape,114/124,85696,Giant Cape,LINKED
pkm-dragons-exalted-115-124-d0b518f9c1,Dragons Exalted,Rescue Scarf,115/124,88702,Rescue Scarf,LINKED
pkm-dragons-exalted-116-124-56891948f7,Dragons Exalted,Tool Scrapper,116/124,89947,Tool Scrapper,LINKED
pkm-dragons-exalted-117-124-16b0c134d0,Dragons Exalted,Blend Energy GrassFirePsychicDarkness,117/124,83916,Blend Energy GFPD,SKIP_NAME_MISMATCH
pkm-dragons-exalted-118-124-581453d41c,Dragons Exalted,Blend Energy WaterLightningFightingMetal,118/124,83917,Blend Energy WLFM,SKIP_NAME_MISMATCH
pkm-dragons-exalted-119-124-ccb42f6d80,Dragons Exalted,Ho-Oh-EX,119/124,86131,Ho-Oh Ex (119 Full Art),LINKED
pkm-dragons-exalted-120-124-f6ab08db17,Dragons Exalted,Mew-EX,120/124,87412,Mew EX (120 Full Art),LINKED
pkm-dragons-exalted-121-124-920da21d4b,Dragons Exalted,Terrakion-EX,121/124,89893,Terrakion EX (121 Full Art),LINKED
pkm-dragons-exalted-122-124-e4df7e9ef3,Dragons Exalted,Registeel-EX,122/124,88682,Registeel EX (122 Full Art),LINKED
pkm-dragons-exalted-123-124-b7017875ff,Dragons Exalted,Rayquaza-EX,123/124,88648,Rayquaza EX (123 Full Art),LINKED
pkm-dragons-exalted-125-124-7f652b8daf,Dragons Exalted,Serperior,125/124,89072,Serperior,LINKED
pkm-dragons-exalted-126-124-370dc10482,Dragons Exalted,Reuniclus,126/124,88722,Reuniclus,LINKED
pkm-dragons-exalted-127-124-3bc3a4d92e,Dragons Exalted,Krookodile,127/124,86544,Krookodile,LINKED
pkm-dragons-exalted-128-124-ae4a620ec3,Dragons Exalted,Rayquaza,128/124,88630,Rayquaza,LINKED
pkm-emerging-powers-1-98-b315a1340e,Emerging Powers,Pansage,1/98,87933,Pansage,LINKED
pkm-emerging-powers-2-98-48b8555ad4,Emerging Powers,Simisage,2/98,89222,Simisage,LINKED
pkm-emerging-powers-3-98-f11e6b6f2a,Emerging Powers,Sewaddle,3/98,89089,Sewaddle (3),LINKED
pkm-emerging-powers-4-98-48ee98c40d,Emerging Powers,Sewaddle,4/98,89090,Sewaddle (4),LINKED
pkm-emerging-powers-5-98-faaed9de5e,Emerging Powers,Swadloon,5/98,89665,Swadloon (5),LINKED
pkm-emerging-powers-6-98-66470b6a28,Emerging Powers,Swadloon,6/98,89666,Swadloon (6),LINKED
pkm-emerging-powers-7-98-302306cdef,Emerging Powers,Leavanny,7/98,86685,Leavanny (7),LINKED
pkm-emerging-powers-8-98-d9b0066426,Emerging Powers,Leavanny,8/98,86686,Leavanny (8),LINKED
pkm-emerging-powers-9-98-8e59c8f154,Emerging Powers,Cottonee,9/98,84445,Cottonee (9),LINKED
pkm-emerging-powers-10-98-bccfb7b73e,Emerging Powers,Cottonee,10/98,84446,Cottonee (10),LINKED
pkm-emerging-powers-11-98-90dee0f746,Emerging Powers,Whimsicott,11/98,90567,Whimsicott (11),LINKED
pkm-emerging-powers-12-98-16a66ea7b0,Emerging Powers,Whimsicott,12/98,90568,Whimsicott (12),LINKED
pkm-emerging-powers-13-98-d1f853f103,Emerging Powers,Petilil,13/98,87991,Petilil,LINKED
pkm-emerging-powers-14-98-9cd343381b,Emerging Powers,Lilligant,14/98,86793,Lilligant,LINKED
pkm-emerging-powers-15-98-22d54bbcca,Emerging Powers,Deerling,15/98,84725,Deerling,LINKED
pkm-emerging-powers-16-98-cebbc2bbfb,Emerging Powers,Sawsbuck,16/98,88942,Sawsbuck,LINKED
pkm-emerging-powers-17-98-2d361083b3,Emerging Powers,Virizion,17/98,90387,Virizion,LINKED
pkm-emerging-powers-18-98-875b866826,Emerging Powers,Pansear,18/98,87941,Pansear,LINKED
pkm-emerging-powers-19-98-d0293b47d0,Emerging Powers,Simisear,19/98,89226,Simisear,LINKED
pkm-emerging-powers-20-98-2065bf2c6d,Emerging Powers,Darumaka,20/98,84719,Darumaka,LINKED
pkm-emerging-powers-21-98-5f667e05ca,Emerging Powers,Darmanitan,21/98,84714,Darmanitan,LINKED
pkm-emerging-powers-22-98-87fc204e40,Emerging Powers,Panpour,22/98,87928,Panpour,LINKED
pkm-emerging-powers-23-98-899ca60b49,Emerging Powers,Simipour,23/98,89218,Simipour,LINKED
pkm-emerging-powers-24-98-0fbf881678,Emerging Powers,Basculin,24/98,83731,Basculin (24),LINKED
pkm-emerging-powers-25-98-ff5f0cb58f,Emerging Powers,Basculin,25/98,83732,Basculin (25),LINKED
pkm-emerging-powers-26-98-598fc365cc,Emerging Powers,Ducklett,26/98,84991,Ducklett,LINKED
pkm-emerging-powers-27-98-840c944bb3,Emerging Powers,Swanna,27/98,89685,Swanna,LINKED
pkm-emerging-powers-28-98-95639ef810,Emerging Powers,Cubchoo,28/98,84523,Cubchoo (28),LINKED
pkm-emerging-powers-29-98-bf4033096d,Emerging Powers,Cubchoo,29/98,84524,Cubchoo (29),LINKED
pkm-emerging-powers-30-98-7cddb567bf,Emerging Powers,Beartic,30/98,83751,Beartic (30),LINKED
pkm-emerging-powers-31-98-8c84e373d0,Emerging Powers,Beartic,31/98,83752,Beartic (31),LINKED
pkm-emerging-powers-32-98-dc285e025f,Emerging Powers,Emolga,32/98,85188,Emolga,LINKED
pkm-emerging-powers-33-98-af7f85858d,Emerging Powers,Joltik,33/98,86355,Joltik,LINKED
pkm-emerging-powers-34-98-812e19e167,Emerging Powers,Galvantula,34/98,85611,Galvantula,LINKED
pkm-emerging-powers-35-98-0f6d168650,Emerging Powers,Thundurus,35/98,89903,Thundurus,LINKED
pkm-emerging-powers-36-98-39d6e4c798,Emerging Powers,Woobat,36/98,90625,Woobat,LINKED
pkm-emerging-powers-37-98-8196082e7d,Emerging Powers,Swoobat,37/98,89725,Swoobat,LINKED
pkm-emerging-powers-38-98-655e77af72,Emerging Powers,Venipede,38/98,90295,Venipede,LINKED
pkm-emerging-powers-39-98-6ea04ac8f0,Emerging Powers,Whirlipede,39/98,90571,Whirlipede,LINKED
pkm-emerging-powers-40-98-039de6489c,Emerging Powers,Scolipede,40/98,88969,Scolipede,LINKED
pkm-emerging-powers-41-98-e54b7d4e01,Emerging Powers,Sigilyph,41/98,89204,Sigilyph (41),LINKED
pkm-emerging-powers-42-98-d2b5a0b4b7,Emerging Powers,Sigilyph,42/98,89205,Sigilyph (42),LINKED
pkm-emerging-powers-43-98-4660b3a62d,Emerging Powers,Gothita,43/98,85845,Gothita (43),LINKED
pkm-emerging-powers-44-98-895fd93397,Emerging Powers,Gothita,44/98,85846,Gothita (44),LINKED
pkm-emerging-powers-45-98-1955bac721,Emerging Powers,Gothorita,45/98,85855,Gothorita (45),LINKED
pkm-emerging-powers-46-98-70af145741,Emerging Powers,Gothorita,46/98,85856,Gothorita (46),LINKED
pkm-emerging-powers-47-98-51bd022146,Emerging Powers,Gothitelle,47/98,85851,Gothitelle (47),LINKED
pkm-emerging-powers-48-98-6caac78682,Emerging Powers,Gothitelle,48/98,85852,Gothitelle (48),LINKED
pkm-emerging-powers-49-98-8166006777,Emerging Powers,Roggenrola,49/98,88805,Roggenrola (49),LINKED
pkm-emerging-powers-50-98-b497fefac4,Emerging Powers,Roggenrola,50/98,88806,Roggenrola (50),LINKED
pkm-emerging-powers-51-98-82c8e343ef,Emerging Powers,Boldore,51/98,83933,Boldore (51),LINKED
pkm-emerging-powers-52-98-ee138fee1b,Emerging Powers,Boldore,52/98,83934,Boldore (52),LINKED
pkm-emerging-powers-53-98-db5b280740,Emerging Powers,Gigalith,53/98,85705,Gigalith,LINKED
pkm-emerging-powers-54-98-a7d8333a48,Emerging Powers,Drilbur,54/98,84964,Drilbur (54),LINKED
pkm-emerging-powers-55-98-3f0d50be55,Emerging Powers,Drilbur,55/98,84965,Drilbur (55),LINKED
pkm-emerging-powers-56-98-0d08f4736a,Emerging Powers,Excadrill,56/98,85336,Excadrill (56),LINKED
pkm-emerging-powers-57-98-1254859656,Emerging Powers,Excadrill,57/98,85337,Excadrill (57),LINKED
pkm-emerging-powers-58-98-2169a0260c,Emerging Powers,Throh,58/98,89900,Throh,LINKED
pkm-emerging-powers-59-98-3d96553b6e,Emerging Powers,Sawk,59/98,88938,Sawk,LINKED
pkm-emerging-powers-60-98-ddfb53a036,Emerging Powers,Sandile,60/98,88914,Sandile,LINKED
pkm-emerging-powers-61-98-1d44e11e5d,Emerging Powers,Krokorok,61/98,86537,Krokorok,LINKED
pkm-emerging-powers-62-98-ff9549d71c,Emerging Powers,Krookodile,62/98,86542,Krookodile,LINKED
pkm-emerging-powers-63-98-faf640e3f9,Emerging Powers,Terrakion,63/98,89886,Terrakion,LINKED
pkm-emerging-powers-64-98-e9cb9ad3a7,Emerging Powers,Purrloin,64/98,88458,Purrloin,LINKED
pkm-emerging-powers-65-98-e1196b356c,Emerging Powers,Liepard,65/98,86726,Liepard,LINKED
pkm-emerging-powers-66-98-d515870b8b,Emerging Powers,Zorua,66/98,90759,Zorua,LINKED
pkm-emerging-powers-67-98-d576fd1eb4,Emerging Powers,Zoroark,67/98,90750,Zoroark,LINKED
pkm-emerging-powers-68-98-d3c77433cf,Emerging Powers,Vullaby,68/98,90429,Vullaby,LINKED
pkm-emerging-powers-69-98-ee272bdc5a,Emerging Powers,Mandibuzz,69/98,87151,Mandibuzz,LINKED
pkm-emerging-powers-70-98-172bbac95c,Emerging Powers,Ferroseed,70/98,85425,Ferroseed (70),LINKED
pkm-emerging-powers-71-98-3ffd68e259,Emerging Powers,Ferroseed,71/98,85426,Ferroseed (71),LINKED
pkm-emerging-powers-72-98-71594acc43,Emerging Powers,Ferrothorn,72/98,85428,Ferrothorn (72),LINKED
pkm-emerging-powers-73-98-7334c4d73e,Emerging Powers,Ferrothorn,73/98,85429,Ferrothorn (73),LINKED
pkm-emerging-powers-74-98-55e2307837,Emerging Powers,Klink,74/98,86481,Klink,LINKED
pkm-emerging-powers-75-98-fe60e1c474,Emerging Powers,Klang,75/98,86475,Klang,LINKED
pkm-emerging-powers-76-98-58ba00c101,Emerging Powers,Klinklang,76/98,86486,Klinklang,LINKED
pkm-emerging-powers-77-98-f026ad4652,Emerging Powers,Cobalion,77/98,84377,Cobalion,LINKED
pkm-emerging-powers-78-98-533747d29f,Emerging Powers,Patrat,78/98,87963,Patrat,LINKED
pkm-emerging-powers-79-98-682e9ede56,Emerging Powers,Watchog,79/98,90496,Watchog,LINKED
pkm-emerging-powers-80-98-29c87afed0,Emerging Powers,Pidove,80/98,88056,Pidove,LINKED
pkm-emerging-powers-81-98-4522cf7c53,Emerging Powers,Tranquill,81/98,90015,Tranquill,LINKED
pkm-emerging-powers-82-98-1fc3727d74,Emerging Powers,Unfezant,82/98,90160,Unfezant,LINKED
pkm-emerging-powers-83-98-fbc5df48df,Emerging Powers,Audino,83/98,83661,Audino,LINKED
pkm-emerging-powers-84-98-5e4818f362,Emerging Powers,Minccino,84/98,87474,Minccino,LINKED
pkm-emerging-powers-85-98-50a0904599,Emerging Powers,Cinccino,85/98,84318,Cinccino,LINKED
pkm-emerging-powers-86-98-71c29b37b9,Emerging Powers,Rufflet,86/98,88841,Rufflet (86),LINKED
pkm-emerging-powers-87-98-21ff4230af,Emerging Powers,Rufflet,87/98,88842,Rufflet (87),LINKED
pkm-emerging-powers-88-98-d1b5c8d164,Emerging Powers,Braviary,88/98,83950,Braviary,LINKED
pkm-emerging-powers-89-98-8ddf787a01,Emerging Powers,Tornadus,89/98,89974,Tornadus,LINKED
pkm-emerging-powers-90-98-1b0cc309d5,Emerging Powers,Bianca,90/98,83814,Bianca,LINKED
pkm-emerging-powers-91-98-5d97186cb3,Emerging Powers,Cheren,91/98,84248,Cheren,LINKED
pkm-emerging-powers-92-98-133db21b33,Emerging Powers,Crushing Hammer,92/98,84505,Crushing Hammer,LINKED
pkm-emerging-powers-93-98-ce1c1721ab,Emerging Powers,Great Ball,93/98,85899,Great Ball,LINKED
pkm-emerging-powers-94-98-e94034d496,Emerging Powers,Max Potion,94/98,87266,Max Potion,LINKED
pkm-emerging-powers-95-98-ec6d0a27f7,Emerging Powers,Pokémon Catcher,95/98,88209,Pokemon Catcher,SKIP_NAME_MISMATCH
pkm-emerging-powers-96-98-af97af42d5,Emerging Powers,Recycle,96/98,88653,Recycle,LINKED
pkm-emerging-powers-97-98-a49a1f50fb,Emerging Powers,Thundurus,97/98,89906,Thundurus (97 Full Art),LINKED
pkm-emerging-powers-98-98-e520fa1d12,Emerging Powers,Tornadus,98/98,89977,Tornadus (98 Full Art),LINKED
pkm-legendary-treasures-1-113-50ac7537d8,Legendary Treasures,Tangela,1/113,89750,Tangela,LINKED
pkm-legendary-treasures-2-113-12f055fb5c,Legendary Treasures,Tangrowth,2/113,89756,Tangrowth,LINKED
pkm-legendary-treasures-3-113-31de5faeb7,Legendary Treasures,Shuckle,3/113,89194,Shuckle,LINKED
pkm-legendary-treasures-4-113-af62f64774,Legendary Treasures,Cherubi,4/113,84266,Cherubi,LINKED
pkm-legendary-treasures-5-113-df458c509a,Legendary Treasures,Carnivine,5/113,84107,Carnivine,LINKED
