putnam_card_id,catalog_set,card_name,printed_number,product_id,product_name,status,score
pkm-swsh-black-star-promos-swsh001-307-3427e49df3,SWSH Black Star Promos,Grookey,SWSH001/307,200300,Grookey - SWSH001,SKIP_NAME_MISMATCH,0.50
pkm-swsh-black-star-promos-swsh002-307-813fcac39d,SWSH Black Star Promos,Scorbunny,SWSH002/307,200301,Scorbunny - SWSH002,SKIP_NAME_MISMATCH,0.50
pkm-swsh-black-star-promos-swsh003-307-169ed20311,SWSH Black Star Promos,Sobble,SWSH003/307,200302,Sobble - SWSH003,SKIP_NAME_MISMATCH,0.50
pkm-swsh-black-star-promos-swsh004-307-db92bc625f,SWSH Black Star Promos,Meowth V,SWSH004/307,205465,Meowth V - SWSH004,SKIP_NAME_MISMATCH,0.67
pkm-swsh-black-star-promos-swsh005-307-7ff8bc479f,SWSH Black Star Promos,Meowth VMAX,SWSH005/307,205466,Meowth VMAX - SWSH005,SKIP_NAME_MISMATCH,0.67
pkm-swsh-black-star-promos-swsh006-307-da58fbe6c3,SWSH Black Star Promos,Rillaboom,SWSH006/307,208261,Rillaboom - SWSH006 (Prerelease),SKIP_NAME_MISMATCH,0.50
pkm-swsh-black-star-promos-swsh006-307-da58fbe6c3,SWSH Black Star Promos,Rillaboom,SWSH006/307,208260,Rillaboom - SWSH006 (Prerelease) [Staff],SKIP_NAME_MISMATCH,0.50
pkm-swsh-black-star-promos-swsh007-307-020c95d270,SWSH Black Star Promos,Frosmoth,SWSH007/307,208262,Frosmoth - SWSH007 (Prerelease),SKIP_NAME_MISMATCH,0.50
pkm-swsh-black-star-promos-swsh007-307-020c95d270,SWSH Black Star Promos,Frosmoth,SWSH007/307,208263,Frosmoth - SWSH007 (Prerelease) [Staff],SKIP_NAME_MISMATCH,0.50
pkm-swsh-black-star-promos-swsh008-307-09631d3068,SWSH Black Star Promos,Galarian Perrserker,SWSH008/307,208265,Galarian Perrserker - SWSH008 (Prerelease),SKIP_NAME_MISMATCH,0.67
pkm-swsh-black-star-promos-swsh008-307-09631d3068,SWSH Black Star Promos,Galarian Perrserker,SWSH008/307,208264,Galarian Perrserker - SWSH008 (Prerelease) [Staff],SKIP_NAME_MISMATCH,0.67
pkm-swsh-black-star-promos-swsh009-307-d283536c87,SWSH Black Star Promos,Cinccino,SWSH009/307,208266,Cinccino - SWSH009 (Prerelease),SKIP_NAME_MISMATCH,0.50
pkm-swsh-black-star-promos-swsh009-307-d283536c87,SWSH Black Star Promos,Cinccino,SWSH009/307,208267,Cinccino - SWSH009 (Prerelease) [Staff],SKIP_NAME_MISMATCH,0.50
pkm-swsh-black-star-promos-swsh010-307-d0b6198f9d,SWSH Black Star Promos,Gossifleur,SWSH010/307,206429,Gossifleur - SWSH010,SKIP_NAME_MISMATCH,0.50
pkm-swsh-black-star-promos-swsh011-307-f9d7d5bf50,SWSH Black Star Promos,Wooloo,SWSH011/307,206427,Wooloo - SWSH011,SKIP_NAME_MISMATCH,0.50
pkm-swsh-black-star-promos-swsh012-307-32644c2cb0,SWSH Black Star Promos,Morpeko,SWSH012/307,206428,Morpeko - SWSH012,SKIP_NAME_MISMATCH,0.50
